master_id,player_name,player_name_us,player_name_tm,player_id_tm,_name_norm,_team_norm,_league,_fuzzy_score_us,_fuzzy_score_tm,_matched_via_fuzzy
67c09fd9829c,Jairo Izquierdo,Jairo Izquierdo,,,jairo izquierdo,elche,Spain La Liga,,,
72c1102476d5,Borja Sánchez,Borja Sánchez,,,borja sanchez,real oviedo,Spain La Liga,,,
09ce3027a76e,Josip Brekalo,Josip Brekalo,,,josip brekalo,real oviedo,Spain La Liga,,,
5f9f7b11dd5c,Carlos Maciá,Carlos Macià,,,carlos macia,villarreal,Spain La Liga,,,
88ca1d32dd63,Miguel Calatayud,Miguel Calatayud,,,miguel calatayud,mallorca,Spain La Liga,,,
660ba776c98a,Jano Monserrate,Jano Monserrate,,,jano monserrate,atl tico madrid,Spain La Liga,100.0,,True
2dfe9b6eac4a,Marc Domenech,Marc Domenech,,,marc domenech,mallorca,Spain La Liga,,,
f6caef95b222,Julio Díaz,Julio Díaz,,,julio diaz,atl tico madrid,Spain La Liga,100.0,,True
39b1f58cf68a,Javi Morcillo,Javier Morcillo,,,javi morcillo,atl tico madrid,Spain La Liga,92.9,,True
d66343f1cef3,Alejandro Mestanza,Alejandro Mestanza,,,alejandro mestanza,getafe,Spain La Liga,,,
aedb59906023,Diego Aguado,Diego Aguado,,,diego aguado,real madrid,Spain La Liga,,,
d410806d27a5,Hugo González,Hugo Gonzalez,,,hugo gonzalez,celta vigo,Spain La Liga,,,
0b6a526e89b5,Ivan Corralejo,Iván Corralejo,,,ivan corralejo,real betis,Spain La Liga,,,
222d395b6e20,Ibai Aguirre,Ibai Aguirre,,,ibai aguirre,real sociedad,Spain La Liga,,,
9b8374fd6dd9,Marco Esteban,Marco Esteban,,,marco esteban,real oviedo,Spain La Liga,,,
180e19950757,Hugo Solozábal,Hugo Solozabal,,,hugo solozabal,getafe,Spain La Liga,,,
ad179a2e7089,Tomás Marqués,Tomás Marqués,,,tomas marques,barcelona,Spain La Liga,,,
565ce58afce5,Damián Cáceres,Damián Cáceres,,,damian caceres,getafe,Spain La Liga,,,
d52fb36589f9,José Luis Pérez,Joselu Pérez,,,jose luis perez,getafe,Spain La Liga,88.9,,True
8ee9134f36ce,Jhon Solís,Jhon Solis,,,jhon solis,girona fc,Spain La Liga,100.0,,True
a5e5656cabc1,Tai Abed,Tai Abed,,,tai abed,levante ud,Spain La Liga,100.0,,True
258211b98fef,Tanguy Nianzou,,Tanguy Nianzou,538996.0,tanguy nianzou,sevilla,Spain La Liga,,100.0,True
e2302f57e684,Yago Santiago,,Yago Santiago,706947.0,yago santiago,elche,Spain La Liga,,100.0,True
6bca51021aef,Juan Arango,Juan Arango,,,juan arango,girona fc,Spain La Liga,100.0,,True
423204b9ad59,Eder Garcia,Eder García,,,eder garcia,athletic club,Spain La Liga,,,
ca5ea085b068,Oier Luengo,Oier Luengo,,,oier luengo,real oviedo,Spain La Liga,,,
64c57242990b,Yvan Neyou,Yvan Neyou,,,yvan neyou,getafe,Spain La Liga,,,
207ce8763f97,Bojan Miovski,Bojan Miovski,,,bojan miovski,girona fc,Spain La Liga,100.0,,True
305d754da3dd,Dani Díaz,Daniel Díaz,,,dani diaz,real sociedad,Spain La Liga,90.0,,True
49b2fbdb0d9a,Dani Martinez,Dani Martinez,,,dani martinez,atl tico madrid,Spain La Liga,100.0,,True
9fee6906573d,Sergio Lozano,Sergio Lozano,,,sergio lozano,levante ud,Spain La Liga,100.0,,True
28323c13a30c,Jorge Montes,Jorge Montes,,,jorge montes,getafe,Spain La Liga,,,
7df06dfe4d8a,Jofre Torrents ,Jofre Torrents,,,jofre torrents,barcelona,Spain La Liga,,,
3a32a1b05f46,Moussa Diarra,Moussa Diarra,,,moussa diarra,deportivo alav s,Spain La Liga,100.0,,True
31ec99ddaeba,Gorka Carrera Zarranz,Gorka Carrera,,,gorka carrera zarranz,real sociedad,Spain La Liga,100.0,,True
f78a070d2d4c,Dawda Camara,Dawda Camara,,,dawda camara,girona fc,Spain La Liga,100.0,,True
6cce3880df31,Asier Hierro,Asier Hierro,,,asier hierro,athletic club,Spain La Liga,,,
537abef2ad2c,Pelayo Fernández,Pelayo Fernández,,,pelayo fernandez,rayo vallecano,Spain La Liga,,,
ccfd71d43b09,Jorge Cabello,Jorge Cabello,,,jorge cabello,levante ud,Spain La Liga,100.0,,True
7b975152ab39,Ramón Martínez,Ramón Martínez,,,ramon martinez,sevilla,Spain La Liga,,,
ce6c7f11be59,Taufik Seidu,Taufik Seidu,,,taufik seidu,atl tico madrid,Spain La Liga,100.0,,True
16bbdbf65c9a,Luken Beitia,Luken Beitia,,,luken beitia,real sociedad,Spain La Liga,,,
2fe7d451b69e,Bambo Diaby,Bambo Diaby,,,bambo diaby,elche,Spain La Liga,,,
19d2dcde6115,Ali Houary,Ali Houary,,,ali houary,elche,Spain La Liga,,,
bf5cfc202eb1,Carlos Ballestero,Carlos Ballestero,,,carlos ballestero,deportivo alav s,Spain La Liga,100.0,,True
2eaf39ebc864,Diego Morcillo,Diego Morcillo,,,diego morcillo,deportivo alav s,Spain La Liga,100.0,,True
04d85356bfe5,Luis Orejuela,Luis Orejuela,,,luis orejuela,mallorca,Spain La Liga,,,
b63c37ff0482,Mikel Goti,Mikel Goti,,,mikel goti,real sociedad,Spain La Liga,,,
63ce7e413260,Alvaro Leiva,Álvaro Leiva,,,alvaro leiva,real madrid,Spain La Liga,,,
890b5b1af21f,Aleksa Purić,Aleksa Puric,,,aleksa puric,atl tico madrid,Spain La Liga,100.0,,True
a39f721f416a,Arkaitz Mariezkurrena,Arkaitz Mariezkurrena,,,arkaitz mariezkurrena,real sociedad,Spain La Liga,,,
a17463dda1df,Dani Pérez,Dani Pérez,,,dani perez,real betis,Spain La Liga,,,
86befd805f3b,Lander Pinillos,Lander Pinillos,,,lander pinillos,deportivo alav s,Spain La Liga,100.0,,True
45ab0733e6a5,Lander Astiazaran,Lander Astiazarán,,,lander astiazaran,real sociedad,Spain La Liga,,,
