player_name,team_name,appearances,minutesPlayed,goals,expectedGoals,shotsOnTarget,totalShots,bigChancesMissed,bigChancesCreated,goalConversionPercentage,headedGoals,shotsFromInsideTheBox,assists,expectedAssists,keyPasses,totalPasses,accuratePasses,accuratePassesPercentage,accurateLongBalls,accurateLongBallsPercentage,accurateCrosses,accurateCrossesPercentage,totalCross,accurateFinalThirdPasses,passToAssist,successfulDribbles,successfulDribblesPercentage,totalContest,touches,dispossessed,possessionLost,possessionWonAttThird,wasFouled,ballRecovery,offsides,tackles,tacklesWon,interceptions,blockedShots,clearances,outfielderBlocks,errorLeadToGoal,errorLeadToShot,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,dribbledPast,duelLost,fouls,yellowCards,redCards,penaltyConceded,penaltyWon,saves,goalsPrevented,cleanSheet,goalsConceded,penaltySave,penaltyFaced,highClaims,runsOut,successfulRunsOut,punches,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,crossesNotClaimed,penaltiesTaken,penaltyGoals,rating,league,accumulation,season
Thilo Kehrer,AS Monaco,1.07,90,0.0,0.06,0.04,0.61,0.08,0.04,0.0,0.0,0.61,0.0,0.02,0.23,62.71,54.62,87.1,2.33,42.66,0.0,0.0,0.19,7.6,0.04,0.15,57.14,0.27,78.21,0.08,9.62,0.11,1.11,3.51,0.08,2.48,1.6,1.15,0.11,3.97,0.88,0.04,0.08,3.74,65.77,2.56,60.91,0.76,3.59,1.03,0.23,0.08,0.0,0.0,0.0,,0.23,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,France Ligue 1,per90,25/26
Guéla Doué,RC Strasbourg,1.05,90,0.09,0.09,0.22,0.52,0.13,0.26,16.67,0.0,0.48,0.26,0.11,0.83,54.44,47.42,87.1,0.92,40.38,0.74,32.69,2.27,7.15,0.0,0.79,54.55,1.44,79.36,1.05,12.74,0.22,1.05,4.32,0.0,2.18,1.66,1.18,0.13,4.49,0.39,0.0,0.0,4.01,48.17,2.53,63.74,0.87,5.76,1.83,0.13,0.0,0.0,0.0,0.0,,0.22,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,France Ligue 1,per90,25/26
Sinaly Diomandé,Auxerre,1.01,90,0.08,0.08,0.17,0.38,0.08,0.04,22.22,0.04,0.3,0.08,0.01,0.17,40.19,34.67,86.25,2.57,45.52,0.0,0.0,0.0,3.67,0.0,0.21,55.56,0.38,52.93,0.13,6.49,0.04,1.1,3.37,0.08,1.39,0.84,1.31,0.08,4.81,0.59,0.0,0.17,2.57,58.1,1.6,61.29,0.51,2.87,1.31,0.08,0.04,0.0,0.0,0.0,,0.3,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,France Ligue 1,per90,25/26
Odsonne Édouard,RC Lens,1.44,90,0.59,0.57,1.53,2.97,0.89,0.15,20.0,0.15,2.28,0.15,0.09,0.99,14.26,11.44,80.21,0.2,66.67,0.0,0.0,0.05,5.0,0.0,0.79,40.0,1.98,28.71,1.98,8.22,0.74,0.84,1.78,0.59,0.5,0.25,0.15,0.54,1.09,0.2,0.05,0.0,2.08,30.22,1.34,51.92,0.69,6.04,1.04,0.1,0.0,0.0,0.05,0.0,,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,6.89,France Ligue 1,per90,25/26
Diego Coppola,Paris FC,1.0,90,0.0,0.02,0.23,0.38,0.0,0.15,0.0,0.0,0.38,0.15,0.01,0.31,48.38,41.69,86.17,2.92,42.22,0.0,0.0,0.0,4.62,0.0,0.15,100.0,0.15,62.54,0.08,7.08,0.0,0.23,3.38,0.0,0.92,0.46,0.46,0.0,8.15,0.77,0.0,0.08,1.15,50.0,2.15,52.83,0.62,3.08,0.46,0.08,0.0,0.0,0.0,0.0,,0.23,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,France Ligue 1,per90,25/26
Mousa Tamari,Stade Rennais,1.34,90,0.24,0.21,0.93,2.59,0.08,0.32,9.38,0.0,1.54,0.24,0.17,1.38,25.86,21.0,81.22,0.57,58.33,0.57,16.87,3.36,8.3,0.0,1.34,35.48,3.76,47.43,1.82,15.09,1.34,1.09,4.78,1.05,1.09,0.69,0.45,0.73,0.24,0.08,0.0,0.04,3.48,38.74,0.08,25.0,0.61,5.75,0.69,0.16,0.0,0.0,0.16,0.0,,0.12,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.89,France Ligue 1,per90,25/26
Joaquin Panichelli,RC Strasbourg,1.11,90,0.66,0.58,1.27,2.42,0.53,0.21,27.12,0.12,2.3,0.04,0.06,0.9,19.11,13.86,72.53,0.12,27.27,0.0,0.0,0.0,4.63,0.0,0.45,36.67,1.23,34.36,1.07,10.21,0.74,1.8,2.91,0.57,1.07,0.33,0.49,0.33,1.31,0.33,0.0,0.0,3.2,46.43,2.46,43.17,0.49,6.93,1.76,0.12,0.0,0.0,0.0,0.0,,0.25,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.21,6.89,France Ligue 1,per90,25/26
Sofiane Diop,Nice,1.39,90,0.34,0.3,0.71,2.27,0.13,0.25,14.81,0.0,1.3,0.08,0.19,1.47,36.81,28.71,77.99,2.01,64.86,0.38,24.32,1.55,10.7,0.0,1.34,49.23,2.73,55.24,1.51,14.86,0.63,1.93,4.66,0.29,0.92,0.5,0.84,0.67,0.46,0.08,0.0,0.0,4.16,47.37,0.38,29.03,0.84,5.54,0.92,0.21,0.0,0.0,0.0,0.0,,0.0,1.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,6.89,France Ligue 1,per90,25/26
Pavel Šulc,Olympique Lyonnais,1.55,90,0.63,0.52,1.03,2.53,0.29,0.29,25.0,0.17,2.18,0.17,0.11,1.26,21.81,16.24,74.47,0.34,42.86,0.17,20.0,0.86,6.2,0.0,0.86,46.88,1.84,36.73,0.75,11.36,0.46,0.86,2.41,0.34,1.38,0.69,0.4,0.75,0.63,0.0,0.0,0.0,3.1,41.86,0.92,25.81,1.03,6.95,1.61,0.17,0.0,0.0,0.0,0.0,,0.17,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,France Ligue 1,per90,25/26
Romain Perraud,Lille,1.2,90,0.12,0.09,0.48,1.32,0.0,0.28,9.09,0.0,0.68,0.16,0.15,1.48,44.86,38.47,85.75,0.76,30.65,1.2,23.44,5.11,13.42,0.0,0.56,41.18,1.36,72.46,0.56,13.98,0.44,1.76,3.75,0.08,1.76,1.16,0.92,0.44,1.88,0.24,0.0,0.0,4.07,58.29,0.76,35.19,0.8,4.31,0.84,0.16,0.04,0.0,0.04,0.0,,0.2,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,France Ligue 1,per90,25/26
Oussama El Azzouzi,Auxerre,1.22,90,0.11,0.06,0.11,0.55,0.11,0.11,20.0,0.0,0.33,0.0,0.05,1.0,42.73,38.75,90.67,2.77,78.13,0.0,0.0,0.0,11.73,0.0,0.66,33.33,1.99,56.79,0.77,6.97,0.33,0.77,4.54,0.0,2.1,1.77,1.77,0.11,1.44,0.33,0.0,0.0,3.43,41.89,1.22,73.33,0.89,5.2,1.99,0.11,0.11,0.0,0.0,0.0,,0.0,1.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,France Ligue 1,per90,25/26
Leonardo Balerdi,Olympique de Marseille,1.17,90,0.0,0.1,0.23,0.9,0.18,0.0,0.0,0.0,0.77,0.05,0.02,0.23,67.39,62.03,92.05,3.11,52.27,0.05,50.0,0.09,5.14,0.0,0.45,62.5,0.72,82.3,0.23,6.58,0.23,0.95,5.36,0.0,2.21,1.26,1.22,0.14,4.55,0.5,0.05,0.0,3.6,57.97,1.8,55.56,1.13,4.05,1.04,0.23,0.0,0.0,0.0,0.0,,0.14,1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,France Ligue 1,per90,25/26
Abdelhamid Ait Boudlal,Stade Rennais,1.27,90,0.13,0.11,0.25,0.83,0.13,0.06,15.38,0.06,0.64,0.06,0.03,0.06,52.16,46.24,88.66,2.54,53.33,0.06,50.0,0.13,2.8,0.0,0.64,55.56,1.14,68.12,0.25,8.14,0.19,0.64,3.94,0.06,1.4,0.89,1.21,0.06,5.53,1.08,0.0,0.13,2.67,57.53,2.42,55.07,0.38,3.94,0.89,0.19,0.06,0.0,0.0,0.0,,0.13,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.88,France Ligue 1,per90,25/26
Abdoulaye Touré,Le Havre,1.34,90,0.24,0.18,0.49,1.58,0.24,0.0,15.38,0.0,0.49,0.0,0.11,0.36,36.07,31.46,87.21,2.55,80.77,0.12,7.69,1.58,9.23,0.0,0.36,33.33,1.09,53.32,0.85,10.2,0.36,2.06,3.28,0.0,1.46,0.73,1.09,0.61,1.94,0.49,0.0,0.12,3.89,55.17,0.85,50.0,0.12,4.01,1.58,0.24,0.0,0.0,0.0,0.0,,0.36,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,6.87,France Ligue 1,per90,25/26
Amadou Haidara,RC Lens,2.45,90,0.35,0.05,0.7,0.7,0.0,0.0,50.0,0.0,0.35,0.35,0.09,0.7,43.77,38.87,88.8,1.4,66.67,0.0,0.0,0.0,11.91,0.0,0.0,0.0,0.0,50.43,0.35,5.95,0.35,0.7,3.15,0.0,0.0,0.0,0.7,0.0,1.75,0.35,0.0,0.0,0.7,25.0,1.75,62.5,0.35,3.15,1.4,0.0,0.0,0.0,0.0,0.0,,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87,France Ligue 1,per90,25/26
Félix Correia,Lille,1.48,90,0.17,0.23,0.39,1.61,0.3,0.44,10.81,0.0,1.13,0.22,0.23,1.65,37.65,29.64,78.73,1.57,63.16,1.09,29.76,3.66,13.71,0.0,0.74,35.42,2.09,55.62,0.87,14.84,0.7,1.22,3.53,0.13,1.26,0.61,0.91,0.48,0.48,0.09,0.04,0.04,3.18,49.66,0.48,35.48,0.52,4.09,0.61,0.09,0.0,0.04,0.0,0.0,,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87,France Ligue 1,per90,25/26
Moustapha Mbow,Paris FC,1.03,90,0.0,0.02,0.1,0.33,0.03,0.03,0.0,0.0,0.33,0.03,0.02,0.13,52.72,48.35,91.7,3.41,62.05,0.07,100.0,0.07,3.45,0.0,0.2,85.71,0.23,65.94,0.27,5.4,0.1,0.53,4.47,0.03,1.72,0.99,1.29,0.03,5.3,0.96,0.0,0.07,2.42,60.83,2.05,64.58,0.36,2.68,0.93,0.17,0.0,0.1,0.0,0.0,,0.27,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87,France Ligue 1,per90,25/26
Ansu Fati,AS Monaco,2.07,90,0.91,0.79,1.99,3.56,0.75,0.25,25.58,0.08,2.73,0.0,0.11,1.24,35.39,29.25,82.67,1.16,60.87,0.17,25.0,0.66,11.44,0.0,1.16,48.28,2.4,51.8,1.16,11.93,0.41,0.5,3.07,0.25,1.24,0.83,0.33,0.83,0.75,0.0,0.0,0.08,2.9,43.21,1.16,48.28,0.83,5.06,0.75,0.08,0.0,0.0,0.0,0.0,,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.25,6.86,France Ligue 1,per90,25/26
Thomas Meunier,Lille,1.17,90,0.05,0.06,0.19,0.85,0.0,0.28,5.56,0.0,0.47,0.09,0.16,0.85,48.27,39.95,82.77,2.4,54.84,0.47,20.41,2.3,12.13,0.0,0.56,60.0,0.94,70.36,0.52,13.49,0.47,0.14,4.75,0.09,1.46,0.85,0.75,0.28,2.44,0.09,0.0,0.0,2.16,43.4,0.8,58.62,0.56,3.38,1.36,0.14,0.0,0.0,0.0,0.0,,0.42,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,France Ligue 1,per90,25/26
Nathan Ngoy,Lille,1.08,90,0.04,0.05,0.22,0.82,0.07,0.11,4.55,0.0,0.52,0.07,0.04,0.15,61.49,56.23,91.44,3.47,53.76,0.04,20.0,0.19,4.44,0.0,0.26,77.78,0.34,71.98,0.07,5.97,0.07,0.41,4.33,0.0,1.23,0.78,1.34,0.26,3.69,0.49,0.0,0.19,1.9,59.3,1.08,58.0,0.45,2.09,0.75,0.37,0.04,0.0,0.0,0.0,,0.34,1.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,France Ligue 1,per90,25/26
Seko Fofana,Stade Rennais,1.62,90,0.13,0.14,0.4,1.21,0.0,0.0,11.11,0.0,0.4,0.0,0.1,1.48,48.5,44.19,91.11,1.08,61.54,0.13,14.29,0.94,13.74,0.0,1.62,60.0,2.69,61.71,0.94,8.49,0.81,1.75,5.66,0.0,0.4,0.27,0.54,0.13,0.94,0.13,0.0,0.0,3.77,56.0,1.08,80.0,0.54,3.23,0.4,0.0,0.0,0.0,0.0,0.0,,0.13,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,France Ligue 1,per90,25/26
Sebastian Nanasi,RC Strasbourg,1.61,90,0.59,0.35,0.93,1.61,0.51,0.25,36.84,0.08,1.53,0.17,0.14,1.44,34.56,28.7,83.05,0.76,52.94,0.25,12.5,2.04,11.46,0.0,0.68,44.44,1.53,47.72,0.51,10.61,0.42,0.25,2.46,0.08,1.02,0.34,0.51,0.17,1.19,0.25,0.0,0.0,1.95,38.98,0.17,20.0,1.02,3.74,0.68,0.0,0.0,0.0,0.0,0.0,,0.08,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,France Ligue 1,per90,25/26
Koffi Kouao,Metz,1.07,90,0.08,0.07,0.4,0.91,0.04,0.08,8.7,0.04,0.44,0.04,0.06,0.44,42.92,37.1,86.44,2.34,50.86,0.32,13.56,2.34,8.47,0.0,1.19,71.43,1.66,67.75,0.63,11.01,0.28,1.31,5.11,0.12,2.85,1.7,1.15,0.16,2.73,0.51,0.0,0.04,5.31,58.26,0.36,39.13,1.47,4.36,1.27,0.4,0.0,0.04,0.04,0.0,,0.24,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,France Ligue 1,per90,25/26
Aladji Bamba,AS Monaco,1.95,90,0.0,0.01,0.11,0.22,0.0,0.43,0.0,0.0,0.11,0.22,0.17,1.41,55.84,45.76,81.94,2.06,82.61,0.22,50.0,0.43,11.28,0.0,1.52,70.0,2.17,73.84,1.08,14.2,0.54,1.95,5.53,0.0,3.58,2.17,0.76,0.11,1.63,0.0,0.0,0.11,7.05,55.56,1.84,51.52,1.41,7.37,2.49,0.22,0.0,0.0,0.0,0.0,,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,France Ligue 1,per90,25/26
Alidu Seidu,Stade Rennais,1.59,90,0.0,0.01,0.08,0.38,0.0,0.23,0.0,0.0,0.0,0.08,0.07,0.61,57.49,52.78,91.81,2.58,69.39,0.3,36.36,0.84,11.92,0.0,0.53,50.0,1.06,79.06,0.76,8.96,0.08,2.35,6.76,0.23,2.66,1.59,1.29,0.0,2.73,0.15,0.08,0.15,5.54,65.18,1.06,51.85,0.61,3.95,1.22,0.08,0.0,0.0,0.0,0.0,,0.15,1.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86,France Ligue 1,per90,25/26
Ignatius Kpene Ganago,Nantes,1.39,90,0.32,0.36,0.75,2.35,0.43,0.11,13.64,0.0,2.03,0.11,0.07,0.64,15.95,10.38,65.1,0.0,0.0,0.11,10.0,1.07,4.6,0.0,0.75,58.33,1.28,30.61,0.75,10.7,0.96,1.39,2.25,0.32,0.54,0.32,0.21,0.64,0.86,0.11,0.0,0.0,2.46,51.11,3.85,52.94,0.0,5.78,1.18,0.11,0.0,0.0,0.0,0.0,,0.21,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,6.85,France Ligue 1,per90,25/26
Angel Gomes,Olympique de Marseille,1.41,90,0.3,0.14,0.5,1.11,0.3,0.1,27.27,0.0,0.4,0.0,0.09,1.82,58.72,53.37,90.89,1.82,69.23,0.2,28.57,0.71,16.14,0.0,0.61,66.67,0.91,68.71,0.5,7.77,0.5,1.21,2.42,0.0,1.01,0.61,0.4,0.2,0.2,0.0,0.0,0.0,2.83,47.46,0.5,35.71,0.5,4.04,1.92,0.4,0.0,0.0,0.0,0.0,,0.1,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,France Ligue 1,per90,25/26
Romain Faivre,Auxerre,1.53,90,0.0,0.1,0.46,1.69,0.0,0.31,0.0,0.0,0.61,0.31,0.15,1.53,27.29,22.39,82.02,1.53,83.33,0.61,28.57,2.15,9.51,0.0,1.84,54.55,3.37,45.54,0.46,12.11,0.31,1.69,4.14,0.31,1.07,0.92,0.77,0.46,0.77,0.15,0.0,0.0,4.6,58.82,0.46,100.0,0.46,3.22,0.77,0.0,0.0,0.0,0.0,0.0,,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,France Ligue 1,per90,25/26
Fode Sylla,RC Lens,3.5,90,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.87,48.93,41.07,83.93,0.87,100.0,0.0,0.0,0.0,6.12,0.0,0.0,0.0,0.87,68.16,0.87,9.61,0.0,0.0,9.61,0.0,7.86,6.12,2.62,0.0,2.62,0.0,0.0,0.0,7.86,64.29,1.75,66.67,0.0,5.24,2.62,0.0,0.0,0.0,0.0,0.0,,0.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,France Ligue 1,per90,25/26
Étienne Youte Kinkoue,Le Havre,1.87,90,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.21,41.68,35.05,84.08,4.15,47.62,0.0,0.0,0.0,1.87,0.0,0.0,0.0,0.0,54.33,0.0,6.84,0.0,0.21,2.49,0.0,1.24,0.62,0.21,0.0,7.05,1.87,0.0,0.21,1.45,63.64,0.62,42.86,0.21,1.66,0.62,0.41,0.0,0.0,0.0,0.0,,0.62,1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,France Ligue 1,per90,25/26
Aleksandr Golovin,AS Monaco,1.35,90,0.27,0.2,0.98,1.84,0.16,0.11,14.71,0.0,1.19,0.27,0.1,1.3,39.77,32.84,82.56,1.14,60.0,0.43,21.62,2.0,14.09,0.0,1.03,61.29,1.68,57.27,0.81,12.73,0.87,0.98,4.39,0.11,1.41,0.98,1.3,0.49,0.6,0.27,0.0,0.05,3.41,45.99,0.27,26.32,0.98,4.77,1.63,0.11,0.05,0.0,0.0,0.0,,0.16,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,France Ligue 1,per90,25/26
Fodé Doucouré,Le Havre,1.88,90,0.22,0.15,0.58,1.45,0.14,0.14,15.0,0.0,0.94,0.07,0.16,1.3,31.3,25.36,81.02,1.23,45.95,1.09,19.74,5.51,7.46,0.0,0.51,35.0,1.45,52.54,0.72,14.42,0.22,0.29,4.28,0.14,2.61,1.67,0.65,0.51,1.59,0.07,0.0,0.0,3.33,49.46,0.72,50.0,0.8,4.13,1.01,0.14,0.0,0.0,0.0,0.0,,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,France Ligue 1,per90,25/26
Ousmane Camara,Angers,1.06,90,0.03,0.02,0.17,0.43,0.0,0.0,7.69,0.0,0.4,0.0,0.01,0.13,45.08,40.85,90.6,1.39,41.58,0.0,0.0,0.1,1.13,0.0,0.1,60.0,0.17,58.29,0.07,5.06,0.03,0.23,3.87,0.03,1.56,0.99,1.03,0.03,5.83,0.83,0.03,0.03,1.85,65.12,1.82,52.38,0.23,2.65,0.73,0.13,0.0,0.03,0.0,0.0,,0.33,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,France Ligue 1,per90,25/26
Sofiane Boufal,Le Havre,1.49,90,0.09,0.13,0.35,1.66,0.09,0.61,5.26,0.0,0.61,0.35,0.17,2.45,30.38,23.03,75.79,1.23,40.0,1.23,23.33,5.25,9.11,0.0,2.19,42.37,5.17,57.87,1.84,20.22,0.53,2.8,5.69,0.53,2.19,1.49,0.26,0.53,0.35,0.0,0.0,0.0,7.18,47.13,0.35,66.67,1.31,8.23,2.1,0.18,0.0,0.0,0.09,0.0,,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,6.84,France Ligue 1,per90,25/26
Johann Lepenant,Nantes,1.12,90,0.0,0.04,0.29,0.87,0.0,0.17,0.0,0.0,0.33,0.04,0.08,1.37,34.06,27.31,80.19,1.78,50.0,0.99,32.0,3.1,7.9,0.0,0.41,34.48,1.2,53.5,0.91,12.54,0.58,1.99,5.83,0.0,3.27,2.07,1.12,0.25,0.87,0.12,0.0,0.12,5.59,53.15,0.62,48.39,1.99,5.59,1.24,0.17,0.0,0.0,0.0,0.0,,0.21,1.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,France Ligue 1,per90,25/26
Maxime López,Paris FC,1.19,90,0.0,0.06,0.28,0.6,0.05,0.55,0.0,0.0,0.28,0.14,0.21,1.97,78.34,69.98,89.33,3.31,56.25,0.87,23.17,3.77,16.99,0.0,0.41,36.0,1.15,90.92,0.64,14.05,0.55,0.37,4.55,0.23,1.06,0.78,0.51,0.23,0.46,0.14,0.05,0.05,1.84,37.38,0.09,28.57,0.69,3.31,1.19,0.51,0.0,0.0,0.0,0.0,,0.18,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,France Ligue 1,per90,25/26
Ethan Mbappé,Lille,2.85,90,0.48,0.24,1.11,2.22,0.32,0.32,21.43,0.0,1.9,0.16,0.25,2.38,37.55,31.06,82.7,0.95,50.0,2.06,38.24,5.39,13.31,0.0,0.95,30.0,3.17,60.21,1.43,15.85,0.32,1.43,3.8,0.16,2.22,1.11,0.48,0.63,0.16,0.0,0.0,0.0,4.6,42.65,0.0,0.0,1.43,6.65,1.11,0.16,0.0,0.0,0.0,0.0,,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,France Ligue 1,per90,25/26
Théo Le Bris,Lorient,1.33,90,0.09,0.08,0.33,0.81,0.09,0.09,11.76,0.05,0.62,0.09,0.08,0.62,29.68,25.61,86.26,0.52,61.11,0.66,17.28,3.84,8.58,0.0,0.52,47.83,1.09,47.75,0.19,9.67,0.33,0.33,2.7,0.0,1.9,1.23,0.81,0.09,1.99,0.09,0.0,0.0,2.75,59.18,0.33,36.84,0.71,2.47,0.43,0.0,0.0,0.0,0.0,0.0,,0.09,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,France Ligue 1,per90,25/26
Jean Victor Makengo,Lorient,1.54,90,0.2,0.15,0.69,1.89,0.0,0.05,10.53,0.0,0.99,0.1,0.09,1.24,28.05,23.23,82.83,0.69,50.0,0.25,29.41,0.84,8.69,0.0,1.19,58.54,2.04,43.14,0.94,9.23,0.5,1.74,3.43,0.0,1.39,0.74,0.45,0.5,1.14,0.05,0.0,0.05,4.32,60.42,0.6,40.0,0.45,3.72,0.6,0.1,0.0,0.0,0.0,0.0,,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.84,France Ligue 1,per90,25/26
Denis Zakaria,AS Monaco,1.06,90,0.09,0.08,0.13,0.8,0.13,0.04,11.11,0.04,0.58,0.04,0.04,0.27,49.18,45.86,93.25,0.93,52.5,0.04,8.33,0.53,6.95,0.0,0.35,53.33,0.66,62.51,0.49,5.8,0.13,0.31,4.47,0.0,1.68,1.11,1.77,0.27,2.83,0.66,0.0,0.09,2.35,49.07,0.66,51.72,0.53,3.05,1.15,0.18,0.04,0.0,0.0,0.0,,0.13,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83,France Ligue 1,per90,25/26
Ludovic Blas,Stade Rennais,1.86,90,0.29,0.3,0.81,2.73,0.12,0.64,10.64,0.0,1.45,0.23,0.33,2.79,37.67,31.28,83.02,1.28,55.0,1.57,28.42,5.52,12.38,0.0,1.57,50.94,3.08,60.87,1.57,15.76,0.87,1.57,4.83,0.29,1.22,0.64,0.99,0.99,0.47,0.12,0.0,0.06,4.36,43.6,0.35,27.27,1.16,6.57,1.4,0.0,0.0,0.0,0.0,0.0,,0.06,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,6.83,France Ligue 1,per90,25/26
Himad Abdelli,Olympique de Marseille,1.72,90,0.16,0.17,0.49,1.23,0.0,0.0,13.33,0.0,0.33,0.0,0.06,0.74,58.22,50.99,87.59,1.89,56.1,0.25,30.0,0.82,11.66,0.0,1.23,45.45,2.71,75.22,0.99,11.74,0.66,0.99,6.08,0.08,1.97,1.4,1.31,0.33,0.99,0.25,0.0,0.08,4.19,48.11,0.74,69.23,0.57,4.84,1.56,0.16,0.0,0.0,0.0,0.0,,0.25,1.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,6.83,France Ligue 1,per90,25/26
Gessime Yassine,RC Strasbourg,2.1,90,0.0,0.14,0.18,1.4,0.18,0.53,0.0,0.0,1.23,0.18,0.23,1.4,31.34,25.91,82.68,0.18,25.0,0.7,21.05,3.33,11.73,0.0,1.75,34.48,5.08,58.83,2.1,16.81,0.53,3.33,4.38,0.18,4.03,1.75,0.35,0.53,0.18,0.0,0.0,0.18,9.11,53.61,0.0,0.0,1.05,7.88,1.58,0.0,0.0,0.0,0.18,0.0,,0.0,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83,France Ligue 1,per90,25/26
Lilian Brassier,Stade Rennais,1.08,90,0.0,0.03,0.08,0.4,0.04,0.12,0.0,0.0,0.24,0.04,0.05,0.52,62.9,54.07,85.96,2.0,32.05,0.24,25.0,0.96,8.95,0.0,0.28,46.67,0.6,78.65,0.44,12.19,0.12,0.84,5.04,0.0,1.2,0.48,1.52,0.08,3.12,0.92,0.04,0.04,2.28,54.81,1.52,61.29,0.08,2.84,1.08,0.08,0.0,0.0,0.0,0.0,,0.28,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.83,France Ligue 1,per90,25/26
